"","Number","File","Date","Subject","Result","TA_Tally","NIL_Tally"
"670","670","Ireland-seanad-minutes-2015July16-p2.html","2015/7/16","16/Jul/2015 Prelude","Question declared carried.","25","11"
"671","671","Ireland-seanad-minutes-2015July16-p2.html","2015/7/16","16/Jul/2015 Prelude","Question declared carried.","24","11"
"672","672","Ireland-seanad-minutes-2015July16-p2.html","2015/7/16","16/Jul/2015 Prelude","Question declared carried.","24","10"
"673","673","Ireland-seanad-minutes-2015July16-p2.html","2015/7/16","16/Jul/2015 Prelude","Question declared lost.","21"," 9"
"674","674","Ireland-seanad-minutes-2015July17-p2.html","2015/7/17","17/Jul/2015 Prelude","Question declared carried.","23"," 9"
"675","675","Ireland-seanad-minutes-2015July20-p2.html","2015/7/20","20/Jul/2015 Prelude","Amendment declared lost.","13","18"
"676","676","Ireland-seanad-minutes-2015July20-p2.html","2015/7/20","20/Jul/2015 Prelude","Question declared carried.","20","13"
"677","677","Ireland-seanad-minutes-2015July20-p2.html","2015/7/20","20/Jul/2015 Prelude","Question declared carried.","20","13"
"678","678","Ireland-seanad-minutes-2015July21-p2.html","2015/7/21","21/Jul/2015 Prelude","Amendment declared lost.","16","22"
"679","679","Ireland-seanad-minutes-2015July21-p2.html","2015/7/21","21/Jul/2015 Prelude","Amendment declared lost.","13","23"
"680","680","Ireland-seanad-minutes-2015July21-p2.html","2015/7/21","21/Jul/2015 Prelude","Question declared carried.","20","14"
"681","681","Ireland-seanad-minutes-2015June09-p2.html","2015/6/ 9","09/Jun/2015 Prelude","Amendment declared lost.","14","19"
"682","682","Ireland-seanad-minutes-2015June09-p2.html","2015/6/ 9","09/Jun/2015 Prelude","Amendment declared lost.","17","18"
"683","683","Ireland-seanad-minutes-2015June09-p2.html","2015/6/ 9","09/Jun/2015 Prelude","Amendment declared lost.","14","19"
"684","684","Ireland-seanad-minutes-2015June09-p2.html","2015/6/ 9","09/Jun/2015 Prelude","Question declared carried.","22"," 9"
"685","685","Ireland-seanad-minutes-2015June10-p2.html","2015/6/10","10/Jun/2015 Prelude","Question declared lost.","16","22"
"686","686","Ireland-seanad-minutes-2015June10-p2.html","2015/6/10","10/Jun/2015 Prelude","Amendment declared lost."," 6","20"
"687","687","Ireland-seanad-minutes-2015June10-p2.html","2015/6/10","10/Jun/2015 Prelude","Amendment declared lost."," 6","20"
"688","688","Ireland-seanad-minutes-2015June10-p2.html","2015/6/10","10/Jun/2015 Prelude","Question declared carried.","20"," 6"
"689","689","Ireland-seanad-minutes-2015June11-p2.html","2015/6/11","11/Jun/2015 Prelude","Question declared carried.","30"," 2"
"690","690","Ireland-seanad-minutes-2015June11-p2.html","2015/6/11","11/Jun/2015 Prelude","Amendment declared lost.","10","19"
"691","691","Ireland-seanad-minutes-2015June11-p2.html","2015/6/11","11/Jun/2015 Prelude","Amendment declared lost."," 9","18"
"692","692","Ireland-seanad-minutes-2015June17-p2.html","2015/6/17","17/Jun/2015 Prelude","Amendment declared carried.","16","11"
"693","693","Ireland-seanad-minutes-2015June18-p2.html","2015/6/18","18/Jun/2015 Prelude","Amendment declared lost.","13","19"
"694","694","Ireland-seanad-minutes-2015June18-p2.html","2015/6/18","18/Jun/2015 Prelude","Amendment declared lost.","17","18"
"695","695","Ireland-seanad-minutes-2015June18-p2.html","2015/6/18","18/Jun/2015 Prelude","Question declared lost.","17","18"
"696","696","Ireland-seanad-minutes-2015June24-p2.html","2015/6/24","24/Jun/2015 Prelude","Amendment declared lost.","14","19"
"697","697","Ireland-seanad-minutes-2015June25-p2.html","2015/6/25","25/Jun/2015 Prelude","Question declared carried.","20","14"
"698","698","Ireland-seanad-minutes-2015June30-p2.html","2015/6/30","30/Jun/2015 Prelude","Amendment declared lost.","17","20"
"699","699","Ireland-seanad-minutes-2015March04-p2.html","2015/3/ 4","04/Mar/2015 Prelude","Amendment declared lost.","15","19"
"700","700","Ireland-seanad-minutes-2015March11-p2.html","2015/3/11","11/Mar/2015 Prelude","Amendment declared lost.","17","22"
"701","701","Ireland-seanad-minutes-2015March11-p2.html","2015/3/11","11/Mar/2015 Prelude","Amendment declared lost.","14","22"
"702","702","Ireland-seanad-minutes-2015March11-p2.html","2015/3/11","11/Mar/2015 Prelude","Amendment declared lost.","13","23"
"703","703","Ireland-seanad-minutes-2015March24-p2.html","2015/3/24","24/Mar/2015 Prelude","Amendment declared lost.","17","24"
"704","704","Ireland-seanad-minutes-2015March25-p2.html","2015/3/25","25/Mar/2015 Prelude","Amendment declared lost.","13","24"
"705","705","Ireland-seanad-minutes-2015March26-p2.html","2015/3/26","26/Mar/2015 Prelude","Amendment declared lost."," 5","23"
"706","706","Ireland-seanad-minutes-2015March26-p2.html","2015/3/26","26/Mar/2015 Prelude","Amendment declared lost."," 7","18"
"707","707","Ireland-seanad-minutes-2015March26-p2.html","2015/3/26","26/Mar/2015 Prelude","Amendment declared carried."," 6","21"
"708","708","Ireland-seanad-minutes-2015March26-p2.html","2015/3/26","26/Mar/2015 Prelude","Amendment declared carried."," 9","16"
"709","709","Ireland-seanad-minutes-2015March26-p2.html","2015/3/26","26/Mar/2015 Prelude","Amendment declared lost."," 7","19"
"710","710","Ireland-seanad-minutes-2015March26-p2.html","2015/3/26","26/Mar/2015 Prelude","Amendment declared lost."," 3","20"
"711","711","Ireland-seanad-minutes-2015March27-p2.html","2015/3/27","27/Mar/2015 Prelude","Amendment declared lost.","10","20"
"712","712","Ireland-seanad-minutes-2015March27-p2.html","2015/3/27","27/Mar/2015 Prelude","Amendment declared carried."," 4","30"
"713","713","Ireland-seanad-minutes-2015March27-p2.html","2015/3/27","27/Mar/2015 Prelude","Question declared lost.","30"," 4"
"714","714","Ireland-seanad-minutes-2015March27-p2.html","2015/3/27","27/Mar/2015 Prelude","Question declared carried.","28"," 3"
"715","715","Ireland-seanad-minutes-2015March27-p2.html","2015/3/27","27/Mar/2015 Prelude","Question declared carried.","29"," 3"
"716","716","Ireland-seanad-minutes-2015March30-p2.html","2015/3/30","30/Mar/2015 Prelude","Question declared carried.","28"," 6"
"717","717","Ireland-seanad-minutes-2015March30-p2.html","2015/3/30","30/Mar/2015 Prelude","Amendment declared lost."," 4","32"
"718","718","Ireland-seanad-minutes-2015March30-p2.html","2015/3/30","30/Mar/2015 Prelude","Question declared carried.","20"," 2"
"719","719","Ireland-seanad-minutes-2015March31-p2.html","2015/3/31","31/Mar/2015 Prelude","Amendment declared lost.","17","25"
"720","720","Ireland-seanad-minutes-2015March31-p2.html","2015/3/31","31/Mar/2015 Prelude","Question declared carried.","24","17"
"721","721","Ireland-seanad-minutes-2015May06-p2.html","2015/5/ 6","06/May/2015 Prelude","Amendment declared carried.","22","12"
"722","722","Ireland-seanad-minutes-2015May07-p2.html","2015/5/ 7","07/May/2015 Prelude","Amendment declared lost.","12","19"
"723","723","Ireland-seanad-minutes-2015May07-p2.html","2015/5/ 7","07/May/2015 Prelude","Question declared carried.","18"," 9"
"724","724","Ireland-seanad-minutes-2015May13-p2.html","2015/5/13","13/May/2015 Prelude","Amendment declared lost.","11","18"
"725","725","Ireland-seanad-minutes-2015May14-p2.html","2015/5/14","14/May/2015 Prelude","Amendment declared lost.","14","17"
"726","726","Ireland-seanad-minutes-2015May26-p2.html","2015/5/26","26/May/2015 Prelude","Amendment declared lost.","19","25"
"727","727","Ireland-seanad-minutes-2015May26-p2.html","2015/5/26","26/May/2015 Prelude","Question declared carried.","25","14"
"728","728","Ireland-seanad-minutes-2015May27-p2.html","2015/5/27","27/May/2015 Prelude","Question declared carried.","24","12"
"729","729","Ireland-seanad-minutes-2015November04-p2.html","2015/11/ 4","04/Nov/2015 Prelude","Amendment declared lost.","14","29"
"730","730","Ireland-seanad-minutes-2015November04-p2.html","2015/11/ 4","04/Nov/2015 Prelude","Question declared carried.","33","10"
"731","731","Ireland-seanad-minutes-2015November10-p2.html","2015/11/10","10/Nov/2015 Prelude","Amendment declared lost.","16","25"
"732","732","Ireland-seanad-minutes-2015November11-p2.html","2015/11/11","11/Nov/2015 Prelude","Question declared carried.","24","14"
"733","733","Ireland-seanad-minutes-2015November18-p2.html","2015/11/18","18/Nov/2015 Prelude","Amendment declared lost.","12","22"
"734","734","Ireland-seanad-minutes-2015November25-p2.html","2015/11/25","25/Nov/2015 Prelude","Amendment declared lost.","17","19"
"735","735","Ireland-seanad-minutes-2015November25-p2.html","2015/11/25","25/Nov/2015 Prelude","Question declared carried.","26"," 4"
"736","736","Ireland-seanad-minutes-2015November25-p2.html","2015/11/25","25/Nov/2015 Prelude","Amendment declared lost.","12","14"
"737","737","Ireland-seanad-minutes-2015November25-p2.html","2015/11/25","25/Nov/2015 Prelude","Amendment declared lost.","12","18"
"738","738","Ireland-seanad-minutes-2015November25-p2.html","2015/11/25","25/Nov/2015 Prelude","Amendment declared lost.","14","21"
"739","739","Ireland-seanad-minutes-2015November26-p2.html","2015/11/26","26/Nov/2015 Prelude","Amendment declared lost.","15","20"
"740","740","Ireland-seanad-minutes-2015November26-p2.html","2015/11/26","26/Nov/2015 Prelude","Amendment declared lost.","13","16"
"741","741","Ireland-seanad-minutes-2015November26-p2.html","2015/11/26","26/Nov/2015 Prelude","Amendment declared carried.","20","10"
"742","742","Ireland-seanad-minutes-2015November26-p2.html","2015/11/26","26/Nov/2015 Prelude","Amendment declared lost.","11","17"
"743","743","Ireland-seanad-minutes-2015November26-p2.html","2015/11/26","26/Nov/2015 Prelude","Amendment declared lost.","10","16"
"744","744","Ireland-seanad-minutes-2015October06-p2.html","2015/10/ 6","06/Oct/2015 Prelude","Amendment declared lost.","17","21"
"745","745","Ireland-seanad-minutes-2015October20-p2.html","2015/10/20","20/Oct/2015 Prelude","Amendment declared lost.","17","24"
"746","746","Ireland-seanad-minutes-2015October21-p2.html","2015/10/21","21/Oct/2015 Prelude","Amendment declared lost.","16","22"
"747","747","Ireland-seanad-minutes-2015October21-p2.html","2015/10/21","21/Oct/2015 Prelude","Amendment declared lost.","15","25"
"748","748","Ireland-seanad-minutes-2015October21-p2.html","2015/10/21","21/Oct/2015 Prelude","Amendment declared lost.","15","23"
"749","749","Ireland-seanad-minutes-2015October21-p2.html","2015/10/21","21/Oct/2015 Prelude","Amendment declared lost.","13","24"
"750","750","Ireland-seanad-minutes-2015October22-p2.html","2015/10/22","22/Oct/2015 Prelude","Amendment declared lost.","14","24"
"751","751","Ireland-seanad-minutes-2015September23-p2.html","2015/9/23","23/Sep/2015 Prelude","Amendment declared lost.","20","27"
"752","752","Ireland-seanad-minutes-2016February02-p2.html","2016/2/ 2","02/Feb/2016 Prelude","Amendment declared lost."," 9","21"
"753","753","Ireland-seanad-minutes-2016February02-p2.html","2016/2/ 2","02/Feb/2016 Prelude","Amendment declared lost."," 9","20"
"754","754","Ireland-seanad-minutes-2016January13-p2.html","2016/1/13","13/Jan/2016 Prelude","Amendment declared lost.","17","21"
"755","755","Ireland-seanad-minutes-2016January13-p2.html","2016/1/13","13/Jan/2016 Prelude","Amendment declared lost.","15","25"
"756","756","Ireland-seanad-minutes-2016January13-p2.html","2016/1/13","13/Jan/2016 Prelude","Question declared carried.","26","14"
"757","757","Ireland-seanad-minutes-2016January13-p2.html","2016/1/13","13/Jan/2016 Prelude","Amendment declared carried.","23","15"
"758","758","Ireland-seanad-minutes-2016January13-p2.html","2016/1/13","13/Jan/2016 Prelude","Question declared carried.","23","15"
"759","759","Ireland-seanad-minutes-2016January14-p2.html","2016/1/14","14/Jan/2016 Prelude","Question declared carried.","24","11"
"760","760","Ireland-seanad-minutes-2016January20-p2.html","2016/1/20","20/Jan/2016 Prelude","Question declared carried.","28"," 6"
"761","761","Ireland-seanad-minutes-2016January21-p2.html","2016/1/21","21/Jan/2016 Prelude","Amendment declared lost.","16","24"
"762","762","Ireland-seanad-minutes-2016January21-p2.html","2016/1/21","21/Jan/2016 Prelude","Amendment declared lost.","16","25"
"763","763","Ireland-seanad-minutes-2016January21-p2.html","2016/1/21","21/Jan/2016 Prelude","Question declared carried.","23","11"
"764","764","Ireland-seanad-minutes-2016January21-p2.html","2016/1/21","21/Jan/2016 Prelude","Amendment declared lost."," 5","21"
"765","765","Ireland-seanad-minutes-2016January26-p2.html","2016/1/26","26/Jan/2016 Prelude","Amendment declared lost."," 6","20"
"766","766","Ireland-seanad-minutes-2016January27-p2.html","2016/1/27","27/Jan/2016 Prelude","Amendment declared lost.","13","27"
"767","767","Ireland-seanad-minutes-2016January27-p2.html","2016/1/27","27/Jan/2016 Prelude","Amendment declared lost.","12","27"
"768","768","Ireland-seanad-minutes-2016January27-p2.html","2016/1/27","27/Jan/2016 Prelude","Amendment declared lost."," 9","25"
"769","769","Ireland-seanad-minutes-2016January27-p2.html","2016/1/27","27/Jan/2016 Prelude","Amendment declared lost."," 9","23"
"770","770","Ireland-seanad-minutes-2016January28-p2.html","2016/1/28","28/Jan/2016 Prelude","Amendment declared lost."," 8","24"
"771","771","Ireland-seanad-minutes-2016July15-p2.html","2016/7/15","15/Jul/2016 Prelude","Amendment declared lost.","16","19"
"772","772","Ireland-seanad-minutes-2016July15-p2.html","2016/7/15","15/Jul/2016 Prelude","Amendment declared lost."," 9","20"
"773","773","Ireland-seanad-minutes-2016July15-p2.html","2016/7/15","15/Jul/2016 Prelude","Question declared carried.","19","16"
"774","774","Ireland-seanad-minutes-2016July15-p2.html","2016/7/15","15/Jul/2016 Prelude","Question declared carried.","17","13"
"775","775","Ireland-seanad-minutes-2016July15-p2.html","2016/7/15","15/Jul/2016 Prelude","Question declared carried.","18"," 9"
"776","776","Ireland-seanad-minutes-2016June08-p2.html","2016/6/ 8","08/Jun/2016 Prelude","Question declared lost."," 8","43"
"777","777","Ireland-seanad-minutes-2016June08-p2.html","2016/6/ 8","08/Jun/2016 Prelude","Question declared carried.","44"," 6"
"778","778","Ireland-seanad-minutes-2016June15-p2.html","2016/6/15","15/Jun/2016 Prelude","Question declared lost."," 7","39"
"779","779","Ireland-seanad-minutes-2016June15-p2.html","2016/6/15","15/Jun/2016 Prelude","Question declared lost."," 5","27"
"780","780","Ireland-seanad-minutes-2016June15-p2.html","2016/6/15","15/Jun/2016 Prelude","Question declared carried.","36","11"
"781","781","Ireland-seanad-minutes-2016June15-p2.html","2016/6/15","15/Jun/2016 Prelude","Question declared carried.","35"," 7"
"782","782","Ireland-seanad-minutes-2016June15-p2.html","2016/6/15","15/Jun/2016 Prelude","Question declared carried.","33"," 6"
"783","783","Ireland-seanad-minutes-2016June15-p2.html","2016/6/15","15/Jun/2016 Prelude","Amendment declared lost.","11","30"
"784","784","Ireland-seanad-minutes-2016June22-p2.html","2016/6/22","22/Jun/2016 Prelude","Question declared lost."," 9","27"
"785","785","Ireland-seanad-minutes-2016June28-p2.html","2016/6/28","28/Jun/2016 Prelude","Question declared carried.","29"," 6"
"786","786","Ireland-seanad-minutes-2016June29-p2.html","2016/6/29","29/Jun/2016 Prelude","Amendment declared lost.","10","18"
"787","787","Ireland-seanad-minutes-2016June29-p2.html","2016/6/29","29/Jun/2016 Prelude","Amendment declared carried.","25","16"
"788","788","Ireland-seanad-minutes-2016June30-p2.html","2016/6/30","30/Jun/2016 Prelude","Amendment declared lost.","16","26"
"789","789","Ireland-seanad-minutes-2016June30-p2.html","2016/6/30","30/Jun/2016 Prelude","Amendment declared lost.","16","26"
